url_path,views_total,views_unique
/jodithea/Tutorial_GWAS_including_X_chromosome,4,2
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/README.md,4,2
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/05_GWAS/04_GWAS.sh,3,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/05_GWAS,3,2
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/02_Download_data_for_GWAS.md,2,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/02_QC/02_Sample_QC.sh,2,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/05_GWAS/01_GRM_autosomes.sh,2,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/Tutorial_flow_diagram_overview.png,2,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data,2,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/02_QC,2,1
