url_path,views_total,views_unique
/jodithea/Sex_differences_genetics_depression/blob/main/06_LDSC/03_h2/02_Compare_female_male_SNPh2.txt,8,1
/jodithea/Sex_differences_genetics_depression,7,6
/jodithea/Sex_differences_genetics_depression/blob/main/04_Clumping/02_Clumping_female_Xchr.sh,7,1
/jodithea/Sex_differences_genetics_depression/blob/main/06_LDSC/03_h2/01_a_LDSC_SNPh2_females.sh,7,1
/jodithea/Sex_differences_genetics_depression/blob/main/06_LDSC/03_h2/01_b_LDSC_SNPh2_males.sh,6,1
/jodithea/Sex_differences_genetics_depression/blob/main/06_LDSC/04_Rg/Female_vs_male_all_cohorts/01_LDSC_rg.sh,6,1
/jodithea/Sex_differences_genetics_depression/tree/main/06_LDSC/03_h2,6,1
/jodithea/Sex_differences_genetics_depression/tree/main/07_SBayesS,4,2
/jodithea/Sex_differences_genetics_depression/tree/main/06_LDSC/04_Rg,4,1
/jodithea/Sex_differences_genetics_depression/tree/main/06_LDSC/04_Rg/Female_vs_male_all_cohorts,4,1
